property_id,seating_type,industry_anzsic4_code,location_zip,clue_small_area,trading_name,x_coordinate,location_address,location_city,location_state,number_of_seats,ogc_fid,industry_anzsic4_description,y_coordinate,census_year,street_address, base_property_id,block_id
"102141","Seats - Outdoor","4511",null,"Melbourne (CBD)","Caffe Duomo","144.9645574",null,null,null,"29",1617,"Cafes and Restaurants","-37.81567229","2017","280-292 Collins Street","102141","35"
"108645","Seats - Indoor","4512",null,"Melbourne (Remainder)","Locale Coffee","144.9793123",null,null,null,"4",1634,"Takeaway Food Services","-37.84459479","2017","517 St Kilda Road","108645","760"
"101613","Seats - Indoor","4520",null,"Carlton","Clyde Hotel","144.9657541",null,null,null,"70",1648,"Pubs, Taverns and Bars","-37.79725532","2017","377-391 Cardigan Street","101613","204"
"104003","Seats - Indoor","4511",null,"Melbourne (CBD)","Anchor Espresso","144.9627098",null,null,null,"30",1670,"Cafes and Restaurants","-37.81858716","2017","2-8 Queen Street","104003","14"
"103524","Seats - Outdoor","4512",null,"North Melbourne","Crumbs Organic Bakehouse","144.9496466",null,null,null,"4",1691,"Takeaway Food Services","-37.80471334","2017","16-18 Errol Street","103524","354"
"110655","Seats - Outdoor","4511",null,"Melbourne (CBD)","Riverland Bar","144.9689349",null,null,null,"220",1708,"Cafes and Restaurants","-37.81865919","2017","1-19 Princes Walk","110655","6"
"104084","Seats - Indoor","4511",null,"Melbourne (CBD)","Andrews Hamburger","144.9595755",null,null,null,"60",1716,"Cafes and Restaurants","-37.80904835","2017","151-165 Franklin Street","104084","104"
"584059","Seats - Indoor","4511",null,"Docklands","Docklands Lotus Restaurant","144.9436836",null,null,null,"125",1724,"Cafes and Restaurants","-37.81389091","2017","2-16 Newquay Promenade","584059","1109"
"105960","Seats - Indoor","4520",null,"Melbourne (CBD)","New Guernica","144.9640121",null,null,null,"120",1740,"Pubs, Taverns and Bars","-37.81488174","2017","318-322 Little Collins Street","105960","45"
"105746","Seats - Indoor","4511",null,"Melbourne (CBD)","Ajisen Ramen","144.9630189",null,null,null,"96",1761,"Cafes and Restaurants","-37.81073331","2017","183-265 La Trobe Street","105746","85"
"103923","Seats - Indoor","4511",null,"Melbourne (CBD)","Cafe Kinetic","144.9709643",null,null,null,"100",1840,"Cafes and Restaurants","-37.81556733","2017","103-105 Flinders Lane","103923","17"
"108646","Seats - Indoor","4512",null,"Melbourne (Remainder)","Burger Edge","144.9798191",null,null,null,"8",1847,"Takeaway Food Services","-37.8455379","2017","519-539 St Kilda Road","108646","724"
"105938","Seats - Outdoor","4511",null,"Melbourne (CBD)","Two Fish Seafood Cafe","144.95955",null,null,null,"14",1848,"Cafes and Restaurants","-37.81660734","2017","457-469 Little Collins Street","105938","33"
"103942","Seats - Outdoor","4511",null,"Melbourne (CBD)","The Journal Canteen/Oskars Kitchen","144.9659028",null,null,null,"35",1879,"Cafes and Restaurants","-37.81706291","2017","253-265 Flinders Lane","103942","15"
"601810","Seats - Indoor","4511",null,"Docklands","James Squire","144.9390269",null,null,null,"138",1880,"Cafes and Restaurants","-37.81517782","2017","439-441 Docklands Drive","593728","1109"
"576024","Seats - Outdoor","4520",null,"Docklands","The Nixon Hotel","144.9479753",null,null,null,"16",1895,"Pubs, Taverns and Bars","-37.81925128","2017","747-757 Bourke Street","576023","1104"
"623559","Seats - Indoor","4511",null,"Southbank","Melbourne Public","144.9523782",null,null,null,"350",1972,"Cafes and Restaurants","-37.82539976","2017","2 Convention Centre Place","110484","804"
"105707","Seats - Indoor","4511",null,"Melbourne (CBD)","A25","144.9606809",null,null,null,"50",1984,"Cafes and Restaurants","-37.81303978","2017","399-413 Lonsdale Street","105707","64"
"107698","Seats - Indoor","9113",null,"Carlton","Princes Park Bowling Club","144.9613973",null,null,null,"60",1985,"Sports and Physical Recreation Venues, Grounds and Facilities Operation","-37.78509079","2017","109 Bowen Crescent","107696","274"
"599505","Seats - Outdoor","4511",null,"Docklands","Halyard Coffee","144.947217",null,null,null,"14",1995,"Cafes and Restaurants","-37.81817241","2017","744-770 Bourke Street","573403","1103"
"103922","Seats - Indoor","4520",null,"Melbourne (CBD)","Garden State Hotel","144.9711039",null,null,null,"326",2008,"Pubs, Taverns and Bars","-37.81553247","2017","95-101 Flinders Lane","103922","17"
"109837","Seats - Indoor","4511",null,"North Melbourne","Woo-Ga","144.9573902",null,null,null,"45",2015,"Cafes and Restaurants","-37.80580455","2017","268-276 Victoria Street","109837","361"
"108537","Seats - Indoor","4400",null,"Melbourne (CBD)","QT Melbourne","144.967831",null,null,null,"200",2029,"Accommodation","-37.81342885","2017","131-141 Russell Street","108537","46"
"103165","Seats - Indoor","4512",null,"Melbourne (CBD)","Subway","144.964608",null,null,null,"12",2052,"Takeaway Food Services","-37.81805666","2017","1-5 Elizabeth Street","103165","14"
"102002","Seats - Outdoor","4511",null,"East Melbourne","Square & Compass","144.9841154",null,null,null,"12",2057,"Cafes and Restaurants","-37.80970632","2017","214-222 Clarendon Street","102002","613"
"110988","Seats - Outdoor","4511",null,"Southbank","Meat Market South Wharf","144.9503336",null,null,null,"72",2062,"Cafes and Restaurants","-37.82409303","2017","29-65 South Wharf Promenade","110988","804"
"109655","Seats - Indoor","4511",null,"East Melbourne","Solah","144.9799791",null,null,null,"44",2070,"Cafes and Restaurants","-37.80919457","2017","240-254 Victoria Parade","109655","621"
"108649","Seats - Outdoor","4511",null,"Melbourne (Remainder)","Epicure Kitchen Cafe","144.9802844",null,null,null,"50",2079,"Cafes and Restaurants","-37.84659007","2017","549-551 St Kilda Road","108649","724"
"105635","Seats - Indoor","4511",null,"North Melbourne","Cafe Trutrack","144.9514854",null,null,null,"35",2080,"Cafes and Restaurants","-37.80284239","2017","56-62 Leveson Street","105635","368"
"105454","Seats - Outdoor","4511",null,"Melbourne (CBD)","Kanda Sushi Noodle Bar","144.9596443",null,null,null,"10",2129,"Cafes and Restaurants","-37.81107017","2017","333-335 La Trobe Street","105454","84"
"101187","Seats - Outdoor","4511",null,"Melbourne (CBD)","Le Petite Creperie","144.9617562",null,null,null,"18",2134,"Cafes and Restaurants","-37.81416355","2017","392-406 Bourke Street","101187","54"
"105830","Seats - Outdoor","4511",null,"Melbourne (CBD)","Punch Lane Wine Bar/Restaurant","144.971363",null,null,null,"14",2137,"Cafes and Restaurants","-37.81092017","2017","43 Little Bourke Street","105830","58"
"102137","Seats - Indoor","4511",null,"Melbourne (CBD)","Cafenatics Equitable Place","144.9633433",null,null,null,"11",2147,"Cafes and Restaurants","-37.81611256","2017","308-336 Collins Street","102137","34"
"103526","Seats - Outdoor","4511",null,"North Melbourne","Cafe Sabor","144.949581",null,null,null,"12",2148,"Cafes and Restaurants","-37.80489366","2017","8 Errol Street","103526","354"
"105933","Seats - Indoor","4511",null,"Melbourne (CBD)","Thailander","144.9605354",null,null,null,"50",2159,"Cafes and Restaurants","-37.8162542","2017","425-427 Little Collins Street","105933","33"
"104762","Seats - Indoor","4512",null,"West Melbourne (Residential)","Butcher Shop Cafe","144.945578",null,null,null,"22",2190,"Takeaway Food Services","-37.8080043","2017","72 Hawke Street","104762","415"
"534003","Seats - Outdoor","4512",null,"Carlton","St2 Expresso","144.965473",null,null,null,"12",2226,"Takeaway Food Services","-37.80671528","2017","70 Victoria Street","534003","266"
"105668","Seats - Outdoor","4511",null,"Melbourne (CBD)","Lonsdale Coffee Delight","144.9715313",null,null,null,"6",2235,"Cafes and Restaurants","-37.80981882","2017","19-21 Lonsdale Street","105668","68"
"609314","Seats - Indoor","4511",null,"Docklands","Cafe 198","144.9449612",null,null,null,"12",2258,"Cafes and Restaurants","-37.81396231","2017","194-206 Harbour Esplanade","609314","1102"
"631646","Seats - Outdoor","4511",null,"Docklands","O-Bento","144.9467679",null,null,null,"16",2260,"Cafes and Restaurants","-37.81384049","2017","990 La Trobe Street","631646","1102"
"101221","Seats - Outdoor","4520",null,"Melbourne (CBD)","The Elephant and Wheelbarrow","144.9702485",null,null,null,"36",2265,"Pubs, Taverns and Bars","-37.81191058","2017","94-96 Bourke Street","101221","57"
"105912","Seats - Indoor","4520",null,"Melbourne (CBD)","Lupino","144.9723932",null,null,null,"60",2268,"Pubs, Taverns and Bars","-37.81279876","2017","39-41 Little Collins Street","105912","38"
"110148","Seats - Indoor","9559",null,"Melbourne (CBD)","The Australian Club","144.9591218",null,null,null,"202",2275,"Other Interest Group Services n.e.c.","-37.81674542","2017","98-110 William Street","110148","33"
"102113","Seats - Indoor","4511",null,"Melbourne (CBD)","Don Don Japanese Restaurant","144.9558446",null,null,null,"30",2280,"Cafes and Restaurants","-37.81824465","2017","546-566 Collins Street","102113","31"
"101200","Seats - Indoor","4511",null,"Melbourne (CBD)","Spicy Fish Restaurant","144.9662952",null,null,null,"80",2281,"Cafes and Restaurants","-37.81272047","2017","222-244 Bourke Street","101200","56"
"108968","Seats - Outdoor","4511",null,"Melbourne (CBD)","In Zone Cafe","144.9543659",null,null,null,"4",2294,"Cafes and Restaurants","-37.81818484","2017","613-639 Little Collins Street","108968","31"
"105454","Seats - Indoor","4511",null,"Melbourne (CBD)","Kanda Sushi Noodle Bar","144.9596443",null,null,null,"20",2299,"Cafes and Restaurants","-37.81107017","2017","333-335 La Trobe Street","105454","84"
"108646","Seats - Indoor","4511",null,"Melbourne (Remainder)","Beluga At Chevron ","144.9798191",null,null,null,"48",2303,"Cafes and Restaurants","-37.8455379","2017","519-539 St Kilda Road","108646","724"
"534003","Seats - Indoor","4512",null,"Carlton","St2 Expresso","144.965473",null,null,null,"6",2311,"Takeaway Food Services","-37.80671528","2017","70 Victoria Street","534003","266"
"110111","Seats - Indoor","4520",null,"West Melbourne (Residential)","Royal Standard Hotel","144.9542537",null,null,null,"150",2326,"Pubs, Taverns and Bars","-37.80781408","2017","333-337 William Street","110111","437"
"105846","Seats - Indoor","4511",null,"Melbourne (CBD)","Grill'd Healthy Burgers","144.9617817",null,null,null,"90",2327,"Cafes and Restaurants","-37.81367176","2017","369-371 Little Bourke Street","105846","54"
"108626","Seats - Outdoor","4511",null,"Melbourne (Remainder)","Cafe 409","144.9767624",null,null,null,"32",2364,"Cafes and Restaurants","-37.8373358","2017","409-413 St Kilda Road","108626","720"
"623345","Seats - Indoor","4511",null,"Carlton","The Museum Cafe","144.9716355",null,null,null,"200",2370,"Cafes and Restaurants","-37.80401886","2017","11 Nicholson Street","108266","250"
"617955","Seats - Indoor","4511",null,"Kensington","Cheeky Brothers","144.9358418",null,null,null,"21",2373,"Cafes and Restaurants","-37.7914562","2017","25-77 Stubbs Street","617955","2540"
"110747","Seats - Indoor","4511",null,"Melbourne (CBD)","Podium","144.9618657",null,null,null,"57",2374,"Cafes and Restaurants","-37.80689662","2017","499-511 Swanston Street","110747","115"
"105949","Seats - Indoor","4512",null,"Melbourne (CBD)","LB2","144.956774",null,null,null,"16",2379,"Takeaway Food Services","-37.81695942","2017","538-542 Little Collins Street","105949","42"
"102155","Seats - Outdoor","4511",null,"Melbourne (CBD)","Elements Catering (Kiosk)","144.9693797",null,null,null,"82",2389,"Cafes and Restaurants","-37.81398457","2017","106-120 Collins Street","102155","37"
"104447","Seats - Outdoor","4512",null,"Carlton","Tutto Premium Frozen Yogurt And Dessert ","144.9661325",null,null,null,"20",2391,"Takeaway Food Services","-37.8011023","2017","81-109 Grattan Street","104447","246"
"620312","Seats - Indoor","4511",null,"Docklands","Gold Leaf Harbour View Restaurant Pty Ltd","144.9378299",null,null,null,"260",2407,"Cafes and Restaurants","-37.81315031","2017","23-37 Star Crescent","593737","1110"
"604124","Seats - Outdoor","4511",null,"Docklands","Southern China Style Cuisine","144.943969",null,null,null,"44",2418,"Cafes and Restaurants","-37.81927362","2017","816-828 Bourke Street","604124","1108"
"110099","Seats - Indoor","4512",null,"Melbourne (CBD)","Bruce Lee Sushi & Roll","144.9570408",null,null,null,"26",2419,"Takeaway Food Services","-37.8146364","2017","189-203 William Street","110099","62"
"107558","Seats - Indoor","4512",null,"Carlton","Assembly Store","144.9673351",null,null,null,"8",2420,"Takeaway Food Services","-37.80262561","2017","60 Pelham Street","107558","247"
"101144","Seats - Outdoor","1182",null,"Melbourne (CBD)","Koko Black","144.964049",null,null,null,"16",2422,"Confectionery Manufacturing","-37.81458812","2017","331-339 Bourke Street","101144","45"
"108987","Seats - Indoor","9001",null,"Melbourne (CBD)","Princess Theatre ","144.9723266",null,null,null,"55",2437,"Performing Arts Operation","-37.81072571","2017","163-181 Spring Street","108987","58"
"105481","Seats - Outdoor","4511",null,"Melbourne (CBD)","The Basement Cafe","144.9592776",null,null,null,"6",2444,"Cafes and Restaurants","-37.81067976","2017","348-358 La Trobe Street","105481","94"
"620308","Seats - Outdoor","4511",null,"Docklands","Sakura Sushi Bar","144.9378299",null,null,null,"8",2469,"Cafes and Restaurants","-37.81315031","2017","432-446 Docklands Drive","593737","1110"
"616049","Seats - Outdoor","4511",null,"Kensington","Pimm Thai Cafe","144.9299154",null,null,null,"14",2476,"Cafes and Restaurants","-37.79353782","2017","170 Bellair Street","616049","2524"
"110688","Seats - Outdoor","4512",null,"Melbourne (CBD)","El Rincon","144.9572395",null,null,null,"20",2480,"Takeaway Food Services","-37.80745984","2017","65-81 Victoria Street","108118","113"
"575151","Seats - Outdoor","4512",null,"North Melbourne","Counter","144.9500275",null,null,null,"4",2482,"Takeaway Food Services","-37.80247547","2017","104-108 Errol Street","575151","369"
"110708","Seats - Indoor","4511",null,"Melbourne (CBD)","City Grill Room","144.9560169",null,null,null,"102",2499,"Cafes and Restaurants","-37.8134766","2017","535 Little Lonsdale Street","110707","72"
"110669","Seats - Outdoor","4512",null,"Melbourne (CBD)","Sushi Hut","144.9629844",null,null,null,"8",2564,"Takeaway Food Services","-37.81570426","2017","353-359 Little Collins Street","110669","34"
"108983","Seats - Indoor","4400",null,"Melbourne (CBD)","Windsor Hotel","144.9729245",null,null,null,"100",2567,"Accommodation","-37.81199351","2017","103-137 Spring Street","108983","48"
"525988","Seats - Indoor","4512",null,"Carlton","Uni Square Cafe","144.9610729",null,null,null,"6",2569,"Takeaway Food Services","-37.80239254","2017","165 Pelham Street","525988","257"
"101176","Seats - Outdoor","4511",null,"Melbourne (CBD)","Paco's Tacos","144.9587607",null,null,null,"80",2576,"Cafes and Restaurants","-37.81494883","2017","494-512 Bourke Street","101176","53"
"111068","Seats - Indoor","4511",null,"Carlton","Saigon Pho Carlton","144.9666993",null,null,null,"35",2581,"Cafes and Restaurants","-37.80443778","2017","106 Lygon Street","106250","252"
"108973","Seats - Indoor","4511",null,"Docklands","In A Rush Espresso","144.9523393",null,null,null,"40",2586,"Cafes and Restaurants","-37.81815358","2017","85-161 Spencer Street","108973","1101"
"105441","Seats - Indoor","4512",null,"Melbourne (CBD)","Little League","144.9674801",null,null,null,"16",2589,"Takeaway Food Services","-37.80876614","2017","141-149 La Trobe Street","105441","87"
"650594","Seats - Indoor","4512",null,"Melbourne (CBD)","Somethin Fishy / 3 Munchies","144.9609484",null,null,null,"15",2591,"Takeaway Food Services","-37.81131629","2017","1-11 Sutherland Street","106044","84"
"568593","Seats - Indoor","4511",null,"West Melbourne (Residential)","Tong Fu Garden Melbourne","144.9444471",null,null,null,"60",2627,"Cafes and Restaurants","-37.80624547","2017","661-667 Spencer Street","568593","413"
"109270","Seats - Indoor","4511",null,"Melbourne (CBD)","Crossways Food For Life","144.9658852",null,null,null,"100",2638,"Cafes and Restaurants","-37.81482941","2017","123 Swanston Street","109270","35"
